delivery_id,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder,extras_type
2751,14,2,Chennai Super Kings,Punjab Kings,1,1,Batsman_73,Batsman_85,Bowler_51,6,0,6,,,,
2752,14,2,Chennai Super Kings,Punjab Kings,1,2,Batsman_95,Batsman_39,Bowler_16,1,0,1,,,,
2753,14,2,Chennai Super Kings,Punjab Kings,1,3,Batsman_4,Batsman_61,Bowler_53,0,0,0,,,,
2754,14,2,Chennai Super Kings,Punjab Kings,1,4,Batsman_8,Batsman_115,Bowler_2,0,0,0,,,,
2755,14,2,Chennai Super Kings,Punjab Kings,1,5,Batsman_104,Batsman_5,Bowler_17,0,0,0,Batsman_104,stumped,Batsman_94,
2756,14,2,Chennai Super Kings,Punjab Kings,2,1,Batsman_51,Batsman_2,Bowler_9,1,0,1,,,,
2757,14,2,Chennai Super Kings,Punjab Kings,2,2,Batsman_128,Batsman_25,Bowler_41,1,0,1,,,,
2758,14,2,Chennai Super Kings,Punjab Kings,2,3,Batsman_34,Batsman_46,Bowler_33,0,0,0,,,,
2759,14,2,Chennai Super Kings,Punjab Kings,2,4,Batsman_146,Batsman_68,Bowler_8,3,0,3,,,,
2760,14,2,Chennai Super Kings,Punjab Kings,2,5,Batsman_25,Batsman_82,Bowler_89,6,0,6,,,,
2761,14,2,Chennai Super Kings,Punjab Kings,2,6,Batsman_118,Batsman_32,Bowler_74,6,4,10,,,,noballs
2762,14,2,Chennai Super Kings,Punjab Kings,3,1,Batsman_104,Batsman_149,Bowler_28,1,0,1,,,,
2763,14,2,Chennai Super Kings,Punjab Kings,3,2,Batsman_83,Batsman_127,Bowler_34,2,0,2,,,,
2764,14,2,Chennai Super Kings,Punjab Kings,3,3,Batsman_96,Batsman_120,Bowler_7,3,0,3,,,,
2765,14,2,Chennai Super Kings,Punjab Kings,3,4,Batsman_122,Batsman_23,Bowler_70,0,0,0,,,,
2766,14,2,Chennai Super Kings,Punjab Kings,3,5,Batsman_48,Batsman_42,Bowler_4,2,0,2,,,,
2767,14,2,Chennai Super Kings,Punjab Kings,3,6,Batsman_37,Batsman_123,Bowler_28,3,0,3,,,,
2768,14,2,Chennai Super Kings,Punjab Kings,4,1,Batsman_75,Batsman_67,Bowler_6,0,0,0,,,,
2769,14,2,Chennai Super Kings,Punjab Kings,4,2,Batsman_42,Batsman_102,Bowler_59,1,0,1,,,,
2770,14,2,Chennai Super Kings,Punjab Kings,4,3,Batsman_113,Batsman_122,Bowler_31,2,0,2,,,,
2771,14,2,Chennai Super Kings,Punjab Kings,4,4,Batsman_87,Batsman_37,Bowler_6,0,0,0,Batsman_87,bowled,,
2772,14,2,Chennai Super Kings,Punjab Kings,4,5,Batsman_1,Batsman_17,Bowler_55,2,0,2,,,,
2773,14,2,Chennai Super Kings,Punjab Kings,4,6,Batsman_76,Batsman_36,Bowler_28,6,0,6,,,,
2774,14,2,Chennai Super Kings,Punjab Kings,5,1,Batsman_39,Batsman_3,Bowler_87,1,0,1,,,,
2775,14,2,Chennai Super Kings,Punjab Kings,5,2,Batsman_69,Batsman_88,Bowler_17,4,3,7,,,,noballs
2776,14,2,Chennai Super Kings,Punjab Kings,5,3,Batsman_18,Batsman_52,Bowler_71,6,0,6,,,,
2777,14,2,Chennai Super Kings,Punjab Kings,5,4,Batsman_73,Batsman_63,Bowler_28,2,0,2,,,,
2778,14,2,Chennai Super Kings,Punjab Kings,5,5,Batsman_39,Batsman_33,Bowler_64,1,0,1,,,,
2779,14,2,Chennai Super Kings,Punjab Kings,5,6,Batsman_130,Batsman_9,Bowler_51,1,0,1,,,,
2780,14,2,Chennai Super Kings,Punjab Kings,6,1,Batsman_114,Batsman_1,Bowler_27,2,1,3,,,,noballs
2781,14,2,Chennai Super Kings,Punjab Kings,6,2,Batsman_129,Batsman_78,Bowler_18,2,0,2,,,,
2782,14,2,Chennai Super Kings,Punjab Kings,6,3,Batsman_77,Batsman_14,Bowler_17,4,0,4,,,,
2783,14,2,Chennai Super Kings,Punjab Kings,6,4,Batsman_122,Batsman_94,Bowler_65,0,0,0,,,,
2784,14,2,Chennai Super Kings,Punjab Kings,6,5,Batsman_1,Batsman_111,Bowler_21,0,2,2,,,,noballs
2785,14,2,Chennai Super Kings,Punjab Kings,6,6,Batsman_92,Batsman_104,Bowler_34,6,0,6,,,,
2786,14,2,Chennai Super Kings,Punjab Kings,7,1,Batsman_81,Batsman_125,Bowler_83,2,0,2,,,,
2787,14,2,Chennai Super Kings,Punjab Kings,7,2,Batsman_147,Batsman_125,Bowler_96,2,0,2,,,,
2788,14,2,Chennai Super Kings,Punjab Kings,7,3,Batsman_20,Batsman_66,Bowler_77,4,0,4,Batsman_20,stumped,Batsman_81,
2789,14,2,Chennai Super Kings,Punjab Kings,7,4,Batsman_4,Batsman_73,Bowler_77,3,0,3,,,,
2790,14,2,Chennai Super Kings,Punjab Kings,7,5,Batsman_112,Batsman_76,Bowler_28,0,0,0,,,,
2791,14,2,Chennai Super Kings,Punjab Kings,7,6,Batsman_98,Batsman_26,Bowler_17,0,0,0,,,,
2792,14,2,Chennai Super Kings,Punjab Kings,8,1,Batsman_137,Batsman_20,Bowler_85,4,0,4,,,,
2793,14,2,Chennai Super Kings,Punjab Kings,8,2,Batsman_87,Batsman_59,Bowler_33,0,0,0,,,,
2794,14,2,Chennai Super Kings,Punjab Kings,8,3,Batsman_42,Batsman_36,Bowler_25,4,0,4,,,,
2795,14,2,Chennai Super Kings,Punjab Kings,8,4,Batsman_128,Batsman_77,Bowler_23,4,0,4,,,,
2796,14,2,Chennai Super Kings,Punjab Kings,8,5,Batsman_119,Batsman_130,Bowler_90,1,0,1,,,,
2797,14,2,Chennai Super Kings,Punjab Kings,8,6,Batsman_33,Batsman_53,Bowler_58,1,0,1,,,,
2798,14,2,Chennai Super Kings,Punjab Kings,9,1,Batsman_140,Batsman_75,Bowler_9,1,2,3,,,,wides
2799,14,2,Chennai Super Kings,Punjab Kings,9,2,Batsman_95,Batsman_103,Bowler_40,1,0,1,,,,
2800,14,2,Chennai Super Kings,Punjab Kings,9,3,Batsman_70,Batsman_101,Bowler_4,3,0,3,,,,
2801,14,2,Chennai Super Kings,Punjab Kings,9,4,Batsman_69,Batsman_146,Bowler_100,3,0,3,,,,
2802,14,2,Chennai Super Kings,Punjab Kings,9,5,Batsman_1,Batsman_114,Bowler_20,0,0,0,Batsman_1,stumped,Batsman_16,
2803,14,2,Chennai Super Kings,Punjab Kings,9,6,Batsman_37,Batsman_107,Bowler_11,1,0,1,,,,
2804,14,2,Chennai Super Kings,Punjab Kings,10,1,Batsman_82,Batsman_116,Bowler_88,1,0,1,,,,
2805,14,2,Chennai Super Kings,Punjab Kings,10,2,Batsman_134,Batsman_103,Bowler_42,0,0,0,,,,
2806,14,2,Chennai Super Kings,Punjab Kings,10,3,Batsman_45,Batsman_66,Bowler_61,1,4,5,,,,wides
2807,14,2,Chennai Super Kings,Punjab Kings,10,4,Batsman_107,Batsman_136,Bowler_17,0,4,4,,,,wides
2808,14,2,Chennai Super Kings,Punjab Kings,10,5,Batsman_28,Batsman_40,Bowler_23,4,0,4,,,,
2809,14,2,Chennai Super Kings,Punjab Kings,10,6,Batsman_121,Batsman_76,Bowler_1,0,0,0,,,,
2810,14,2,Chennai Super Kings,Punjab Kings,11,1,Batsman_137,Batsman_110,Bowler_3,1,0,1,,,,
2811,14,2,Chennai Super Kings,Punjab Kings,11,2,Batsman_11,Batsman_17,Bowler_58,0,0,0,,,,
2812,14,2,Chennai Super Kings,Punjab Kings,11,3,Batsman_77,Batsman_69,Bowler_20,4,0,4,,,,
2813,14,2,Chennai Super Kings,Punjab Kings,11,4,Batsman_86,Batsman_13,Bowler_70,2,0,2,Batsman_86,stumped,Batsman_72,
2814,14,2,Chennai Super Kings,Punjab Kings,11,5,Batsman_55,Batsman_69,Bowler_86,2,0,2,,,,
2815,14,2,Chennai Super Kings,Punjab Kings,11,6,Batsman_122,Batsman_125,Bowler_74,4,0,4,,,,
2816,14,2,Chennai Super Kings,Punjab Kings,12,1,Batsman_143,Batsman_69,Bowler_15,0,0,0,,,,
2817,14,2,Chennai Super Kings,Punjab Kings,13,1,Batsman_11,Batsman_119,Bowler_27,1,0,1,,,,
2818,14,2,Chennai Super Kings,Punjab Kings,13,2,Batsman_131,Batsman_4,Bowler_74,0,0,0,,,,
2819,14,2,Chennai Super Kings,Punjab Kings,13,3,Batsman_5,Batsman_87,Bowler_75,4,0,4,Batsman_5,run out,Batsman_1,
2820,14,2,Chennai Super Kings,Punjab Kings,13,4,Batsman_65,Batsman_70,Bowler_19,2,0,2,Batsman_65,caught,Batsman_24,
2821,14,2,Chennai Super Kings,Punjab Kings,13,5,Batsman_136,Batsman_36,Bowler_43,1,0,1,,,,
2822,14,2,Chennai Super Kings,Punjab Kings,13,6,Batsman_80,Batsman_40,Bowler_6,0,0,0,,,,
2823,14,2,Chennai Super Kings,Punjab Kings,14,1,Batsman_74,Batsman_137,Bowler_56,1,0,1,,,,
2824,14,2,Chennai Super Kings,Punjab Kings,14,2,Batsman_80,Batsman_18,Bowler_66,4,0,4,,,,
2825,14,2,Chennai Super Kings,Punjab Kings,14,3,Batsman_41,Batsman_52,Bowler_1,1,0,1,,,,
2826,14,2,Chennai Super Kings,Punjab Kings,14,4,Batsman_134,Batsman_102,Bowler_90,1,0,1,,,,
2827,14,2,Chennai Super Kings,Punjab Kings,14,5,Batsman_63,Batsman_57,Bowler_22,6,0,6,,,,
2828,14,2,Chennai Super Kings,Punjab Kings,14,6,Batsman_141,Batsman_97,Bowler_92,2,0,2,,,,
2829,14,2,Chennai Super Kings,Punjab Kings,15,1,Batsman_75,Batsman_133,Bowler_27,0,0,0,,,,
2830,14,2,Chennai Super Kings,Punjab Kings,16,1,Batsman_55,Batsman_23,Bowler_48,0,0,0,,,,
2831,14,2,Chennai Super Kings,Punjab Kings,16,2,Batsman_24,Batsman_120,Bowler_70,1,0,1,,,,
2832,14,2,Chennai Super Kings,Punjab Kings,16,3,Batsman_93,Batsman_88,Bowler_73,0,0,0,,,,
2833,14,2,Chennai Super Kings,Punjab Kings,17,1,Batsman_40,Batsman_61,Bowler_18,1,0,1,,,,
2834,14,2,Chennai Super Kings,Punjab Kings,17,2,Batsman_129,Batsman_149,Bowler_4,6,0,6,,,,
2835,14,2,Chennai Super Kings,Punjab Kings,17,3,Batsman_147,Batsman_15,Bowler_5,3,0,3,,,,
2836,14,2,Chennai Super Kings,Punjab Kings,17,4,Batsman_70,Batsman_139,Bowler_81,2,4,6,,,,legbyes
2837,14,2,Chennai Super Kings,Punjab Kings,17,5,Batsman_67,Batsman_19,Bowler_81,3,0,3,,,,
2838,14,2,Chennai Super Kings,Punjab Kings,17,6,Batsman_135,Batsman_20,Bowler_70,1,0,1,,,,
2839,14,2,Chennai Super Kings,Punjab Kings,18,1,Batsman_119,Batsman_132,Bowler_9,1,1,2,,,,noballs
2840,14,2,Chennai Super Kings,Punjab Kings,18,2,Batsman_131,Batsman_100,Bowler_22,1,0,1,,,,
2841,14,2,Chennai Super Kings,Punjab Kings,18,3,Batsman_114,Batsman_106,Bowler_27,1,0,1,,,,
2842,14,2,Chennai Super Kings,Punjab Kings,18,4,Batsman_103,Batsman_21,Bowler_20,0,0,0,,,,
2843,14,2,Chennai Super Kings,Punjab Kings,18,5,Batsman_8,Batsman_86,Bowler_95,0,0,0,,,,
2844,14,2,Chennai Super Kings,Punjab Kings,18,6,Batsman_146,Batsman_139,Bowler_67,2,0,2,,,,
2845,14,2,Chennai Super Kings,Punjab Kings,19,1,Batsman_35,Batsman_7,Bowler_84,4,4,8,,,,noballs
2846,14,2,Chennai Super Kings,Punjab Kings,19,2,Batsman_10,Batsman_31,Bowler_7,1,0,1,,,,
2847,14,2,Chennai Super Kings,Punjab Kings,19,3,Batsman_143,Batsman_37,Bowler_50,2,0,2,,,,
2848,14,2,Chennai Super Kings,Punjab Kings,19,4,Batsman_131,Batsman_112,Bowler_85,0,0,0,,,,
2849,14,2,Chennai Super Kings,Punjab Kings,19,5,Batsman_81,Batsman_12,Bowler_54,1,0,1,,,,
2850,14,2,Chennai Super Kings,Punjab Kings,19,6,Batsman_58,Batsman_49,Bowler_44,1,0,1,,,,
2851,14,2,Chennai Super Kings,Punjab Kings,20,1,Batsman_26,Batsman_44,Bowler_85,4,0,4,,,,
2852,14,2,Chennai Super Kings,Punjab Kings,20,2,Batsman_11,Batsman_82,Bowler_57,2,1,3,,,,byes
2853,14,2,Chennai Super Kings,Punjab Kings,20,3,Batsman_57,Batsman_133,Bowler_36,3,0,3,Batsman_57,lbw,,
2854,14,2,Chennai Super Kings,Punjab Kings,20,4,Batsman_138,Batsman_54,Bowler_14,6,0,6,,,,
2855,14,2,Chennai Super Kings,Punjab Kings,20,5,Batsman_14,Batsman_27,Bowler_97,0,0,0,,,,
2856,14,2,Chennai Super Kings,Punjab Kings,20,6,Batsman_13,Batsman_51,Bowler_52,1,0,1,,,,
2857,15,1,Royal Challengers Bangalore,Gujarat Titans,1,1,Batsman_137,Batsman_20,Bowler_96,0,0,0,,,,
2858,15,1,Royal Challengers Bangalore,Gujarat Titans,1,2,Batsman_115,Batsman_138,Bowler_7,4,0,4,,,,
2859,15,1,Royal Challengers Bangalore,Gujarat Titans,1,3,Batsman_69,Batsman_92,Bowler_55,1,0,1,,,,
2860,15,1,Royal Challengers Bangalore,Gujarat Titans,1,4,Batsman_76,Batsman_7,Bowler_98,6,0,6,,,,
2861,15,1,Royal Challengers Bangalore,Gujarat Titans,1,5,Batsman_77,Batsman_6,Bowler_9,1,0,1,,,,
2862,15,1,Royal Challengers Bangalore,Gujarat Titans,1,6,Batsman_128,Batsman_130,Bowler_85,0,0,0,,,,
2863,15,1,Royal Challengers Bangalore,Gujarat Titans,2,1,Batsman_116,Batsman_42,Bowler_77,4,0,4,,,,
2864,15,1,Royal Challengers Bangalore,Gujarat Titans,2,2,Batsman_131,Batsman_101,Bowler_72,3,0,3,Batsman_131,stumped,Batsman_23,
2865,15,1,Royal Challengers Bangalore,Gujarat Titans,2,3,Batsman_95,Batsman_78,Bowler_83,0,0,0,,,,
2866,15,1,Royal Challengers Bangalore,Gujarat Titans,2,4,Batsman_97,Batsman_96,Bowler_9,1,0,1,,,,
2867,15,1,Royal Challengers Bangalore,Gujarat Titans,2,5,Batsman_111,Batsman_100,Bowler_4,6,0,6,,,,
2868,15,1,Royal Challengers Bangalore,Gujarat Titans,2,6,Batsman_121,Batsman_66,Bowler_50,0,0,0,,,,
2869,15,1,Royal Challengers Bangalore,Gujarat Titans,3,1,Batsman_140,Batsman_73,Bowler_84,0,0,0,,,,
2870,15,1,Royal Challengers Bangalore,Gujarat Titans,3,2,Batsman_30,Batsman_109,Bowler_9,1,0,1,,,,
2871,15,1,Royal Challengers Bangalore,Gujarat Titans,3,3,Batsman_20,Batsman_132,Bowler_86,0,0,0,Batsman_20,lbw,,
2872,15,1,Royal Challengers Bangalore,Gujarat Titans,3,4,Batsman_26,Batsman_59,Bowler_98,0,0,0,,,,
2873,15,1,Royal Challengers Bangalore,Gujarat Titans,3,5,Batsman_15,Batsman_66,Bowler_72,0,0,0,,,,
2874,15,1,Royal Challengers Bangalore,Gujarat Titans,4,1,Batsman_33,Batsman_138,Bowler_52,0,0,0,,,,
2875,15,1,Royal Challengers Bangalore,Gujarat Titans,4,2,Batsman_8,Batsman_39,Bowler_55,6,0,6,,,,
2876,15,1,Royal Challengers Bangalore,Gujarat Titans,4,3,Batsman_148,Batsman_150,Bowler_50,3,0,3,,,,
2877,15,1,Royal Challengers Bangalore,Gujarat Titans,4,4,Batsman_97,Batsman_116,Bowler_59,0,0,0,,,,
2878,15,1,Royal Challengers Bangalore,Gujarat Titans,4,5,Batsman_20,Batsman_1,Bowler_18,6,0,6,,,,
2879,15,1,Royal Challengers Bangalore,Gujarat Titans,4,6,Batsman_9,Batsman_35,Bowler_17,0,0,0,,,,
2880,15,1,Royal Challengers Bangalore,Gujarat Titans,5,1,Batsman_140,Batsman_11,Bowler_10,4,0,4,,,,
2881,15,1,Royal Challengers Bangalore,Gujarat Titans,5,2,Batsman_57,Batsman_108,Bowler_63,1,0,1,,,,
2882,15,1,Royal Challengers Bangalore,Gujarat Titans,5,3,Batsman_19,Batsman_84,Bowler_20,2,0,2,,,,
2883,15,1,Royal Challengers Bangalore,Gujarat Titans,5,4,Batsman_7,Batsman_43,Bowler_28,0,0,0,Batsman_7,lbw,,
2884,15,1,Royal Challengers Bangalore,Gujarat Titans,5,5,Batsman_93,Batsman_112,Bowler_40,0,0,0,,,,
2885,15,1,Royal Challengers Bangalore,Gujarat Titans,5,6,Batsman_99,Batsman_64,Bowler_63,3,0,3,Batsman_99,stumped,Batsman_92,
2886,15,1,Royal Challengers Bangalore,Gujarat Titans,6,1,Batsman_98,Batsman_86,Bowler_46,2,0,2,,,,
2887,15,1,Royal Challengers Bangalore,Gujarat Titans,6,2,Batsman_97,Batsman_68,Bowler_12,0,3,3,Batsman_97,caught,Batsman_86,byes
2888,15,1,Royal Challengers Bangalore,Gujarat Titans,6,3,Batsman_54,Batsman_70,Bowler_100,0,0,0,,,,
2889,15,1,Royal Challengers Bangalore,Gujarat Titans,6,4,Batsman_37,Batsman_47,Bowler_69,4,0,4,Batsman_37,run out,Batsman_62,
2890,15,1,Royal Challengers Bangalore,Gujarat Titans,6,5,Batsman_17,Batsman_65,Bowler_47,0,0,0,,,,
2891,15,1,Royal Challengers Bangalore,Gujarat Titans,6,6,Batsman_124,Batsman_75,Bowler_75,4,0,4,,,,
2892,15,1,Royal Challengers Bangalore,Gujarat Titans,7,1,Batsman_118,Batsman_135,Bowler_67,1,0,1,,,,
2893,15,1,Royal Challengers Bangalore,Gujarat Titans,7,2,Batsman_3,Batsman_75,Bowler_2,2,0,2,,,,
2894,15,1,Royal Challengers Bangalore,Gujarat Titans,7,3,Batsman_109,Batsman_25,Bowler_66,0,0,0,,,,
2895,15,1,Royal Challengers Bangalore,Gujarat Titans,7,4,Batsman_16,Batsman_26,Bowler_93,2,0,2,,,,
2896,15,1,Royal Challengers Bangalore,Gujarat Titans,7,5,Batsman_150,Batsman_22,Bowler_42,0,4,4,,,,byes
2897,15,1,Royal Challengers Bangalore,Gujarat Titans,7,6,Batsman_27,Batsman_4,Bowler_63,3,1,4,Batsman_27,run out,Batsman_135,noballs
2898,15,1,Royal Challengers Bangalore,Gujarat Titans,8,1,Batsman_78,Batsman_33,Bowler_43,3,0,3,,,,
2899,15,1,Royal Challengers Bangalore,Gujarat Titans,8,2,Batsman_1,Batsman_37,Bowler_55,4,0,4,,,,
2900,15,1,Royal Challengers Bangalore,Gujarat Titans,8,3,Batsman_19,Batsman_96,Bowler_34,0,0,0,Batsman_19,bowled,,
2901,15,1,Royal Challengers Bangalore,Gujarat Titans,8,4,Batsman_50,Batsman_14,Bowler_24,6,0,6,,,,
2902,15,1,Royal Challengers Bangalore,Gujarat Titans,8,5,Batsman_86,Batsman_5,Bowler_87,0,0,0,,,,
2903,15,1,Royal Challengers Bangalore,Gujarat Titans,8,6,Batsman_25,Batsman_75,Bowler_20,0,0,0,Batsman_25,lbw,,
2904,15,1,Royal Challengers Bangalore,Gujarat Titans,9,1,Batsman_82,Batsman_145,Bowler_19,0,0,0,,,,
2905,15,1,Royal Challengers Bangalore,Gujarat Titans,9,2,Batsman_53,Batsman_133,Bowler_19,0,0,0,,,,
2906,15,1,Royal Challengers Bangalore,Gujarat Titans,10,1,Batsman_34,Batsman_48,Bowler_86,0,0,0,,,,
2907,15,1,Royal Challengers Bangalore,Gujarat Titans,11,1,Batsman_12,Batsman_20,Bowler_15,3,0,3,,,,
2908,15,1,Royal Challengers Bangalore,Gujarat Titans,11,2,Batsman_26,Batsman_50,Bowler_30,2,0,2,,,,
2909,15,1,Royal Challengers Bangalore,Gujarat Titans,11,3,Batsman_30,Batsman_55,Bowler_21,0,0,0,,,,
2910,15,1,Royal Challengers Bangalore,Gujarat Titans,11,4,Batsman_73,Batsman_86,Bowler_17,0,0,0,,,,
2911,15,1,Royal Challengers Bangalore,Gujarat Titans,11,5,Batsman_77,Batsman_114,Bowler_55,3,0,3,,,,
2912,15,1,Royal Challengers Bangalore,Gujarat Titans,11,6,Batsman_50,Batsman_69,Bowler_23,3,0,3,,,,
2913,15,1,Royal Challengers Bangalore,Gujarat Titans,12,1,Batsman_112,Batsman_117,Bowler_82,2,0,2,,,,
2914,15,1,Royal Challengers Bangalore,Gujarat Titans,12,2,Batsman_147,Batsman_141,Bowler_82,2,0,2,,,,
2915,15,1,Royal Challengers Bangalore,Gujarat Titans,12,3,Batsman_104,Batsman_24,Bowler_43,2,0,2,,,,
2916,15,1,Royal Challengers Bangalore,Gujarat Titans,12,4,Batsman_86,Batsman_145,Bowler_9,0,0,0,,,,
2917,15,1,Royal Challengers Bangalore,Gujarat Titans,12,5,Batsman_64,Batsman_131,Bowler_8,2,0,2,,,,
2918,15,1,Royal Challengers Bangalore,Gujarat Titans,12,6,Batsman_95,Batsman_57,Bowler_32,1,0,1,,,,
2919,15,1,Royal Challengers Bangalore,Gujarat Titans,13,1,Batsman_114,Batsman_70,Bowler_98,1,0,1,,,,
2920,15,1,Royal Challengers Bangalore,Gujarat Titans,13,2,Batsman_144,Batsman_149,Bowler_90,2,0,2,,,,
2921,15,1,Royal Challengers Bangalore,Gujarat Titans,13,3,Batsman_148,Batsman_142,Bowler_44,3,0,3,,,,
2922,15,1,Royal Challengers Bangalore,Gujarat Titans,13,4,Batsman_100,Batsman_127,Bowler_76,0,0,0,,,,
2923,15,1,Royal Challengers Bangalore,Gujarat Titans,13,5,Batsman_118,Batsman_108,Bowler_26,3,0,3,,,,
2924,15,1,Royal Challengers Bangalore,Gujarat Titans,13,6,Batsman_74,Batsman_106,Bowler_71,0,0,0,,,,
2925,15,1,Royal Challengers Bangalore,Gujarat Titans,14,1,Batsman_106,Batsman_26,Bowler_51,3,0,3,,,,
2926,15,1,Royal Challengers Bangalore,Gujarat Titans,14,2,Batsman_61,Batsman_140,Bowler_85,0,0,0,,,,
2927,15,1,Royal Challengers Bangalore,Gujarat Titans,14,3,Batsman_129,Batsman_22,Bowler_13,1,0,1,,,,
2928,15,1,Royal Challengers Bangalore,Gujarat Titans,14,4,Batsman_23,Batsman_8,Bowler_32,0,0,0,,,,
2929,15,1,Royal Challengers Bangalore,Gujarat Titans,14,5,Batsman_121,Batsman_43,Bowler_100,4,3,7,,,,wides
2930,15,1,Royal Challengers Bangalore,Gujarat Titans,14,6,Batsman_124,Batsman_142,Bowler_92,0,0,0,,,,
2931,15,1,Royal Challengers Bangalore,Gujarat Titans,15,1,Batsman_54,Batsman_31,Bowler_17,6,0,6,,,,
2932,15,1,Royal Challengers Bangalore,Gujarat Titans,15,2,Batsman_77,Batsman_114,Bowler_51,0,0,0,,,,
2933,15,1,Royal Challengers Bangalore,Gujarat Titans,15,3,Batsman_43,Batsman_100,Bowler_90,0,0,0,,,,
2934,15,1,Royal Challengers Bangalore,Gujarat Titans,15,4,Batsman_28,Batsman_118,Bowler_18,3,0,3,,,,
2935,15,1,Royal Challengers Bangalore,Gujarat Titans,15,5,Batsman_77,Batsman_3,Bowler_28,1,0,1,,,,
2936,15,1,Royal Challengers Bangalore,Gujarat Titans,15,6,Batsman_29,Batsman_47,Bowler_83,1,0,1,,,,
2937,15,1,Royal Challengers Bangalore,Gujarat Titans,16,1,Batsman_23,Batsman_105,Bowler_58,6,2,8,,,,byes
2938,15,1,Royal Challengers Bangalore,Gujarat Titans,16,2,Batsman_9,Batsman_27,Bowler_50,0,0,0,,,,
2939,15,1,Royal Challengers Bangalore,Gujarat Titans,17,1,Batsman_64,Batsman_146,Bowler_78,0,0,0,,,,
2940,15,1,Royal Challengers Bangalore,Gujarat Titans,17,2,Batsman_58,Batsman_60,Bowler_35,6,0,6,,,,
2941,15,1,Royal Challengers Bangalore,Gujarat Titans,17,3,Batsman_124,Batsman_53,Bowler_88,0,0,0,,,,
2942,15,1,Royal Challengers Bangalore,Gujarat Titans,17,4,Batsman_140,Batsman_68,Bowler_12,3,0,3,,,,
2943,15,1,Royal Challengers Bangalore,Gujarat Titans,17,5,Batsman_56,Batsman_10,Bowler_10,6,0,6,,,,
2944,15,1,Royal Challengers Bangalore,Gujarat Titans,17,6,Batsman_73,Batsman_149,Bowler_84,3,0,3,,,,
2945,15,1,Royal Challengers Bangalore,Gujarat Titans,19,1,Batsman_42,Batsman_10,Bowler_20,1,0,1,,,,
2946,15,1,Royal Challengers Bangalore,Gujarat Titans,19,2,Batsman_31,Batsman_104,Bowler_70,6,0,6,,,,
2947,15,1,Royal Challengers Bangalore,Gujarat Titans,19,3,Batsman_11,Batsman_64,Bowler_38,0,0,0,,,,
2948,15,1,Royal Challengers Bangalore,Gujarat Titans,19,4,Batsman_85,Batsman_78,Bowler_71,0,0,0,Batsman_85,lbw,,
2949,15,1,Royal Challengers Bangalore,Gujarat Titans,19,5,Batsman_109,Batsman_16,Bowler_90,1,0,1,,,,
2950,15,1,Royal Challengers Bangalore,Gujarat Titans,19,6,Batsman_26,Batsman_53,Bowler_70,1,1,2,,,,noballs
2951,15,1,Royal Challengers Bangalore,Gujarat Titans,20,1,Batsman_127,Batsman_30,Bowler_27,4,0,4,,,,
2952,15,1,Royal Challengers Bangalore,Gujarat Titans,20,2,Batsman_5,Batsman_35,Bowler_39,4,0,4,Batsman_5,stumped,Batsman_143,
2953,15,1,Royal Challengers Bangalore,Gujarat Titans,20,3,Batsman_23,Batsman_75,Bowler_12,0,0,0,,,,
2954,15,1,Royal Challengers Bangalore,Gujarat Titans,20,4,Batsman_82,Batsman_35,Bowler_63,6,4,10,,,,byes
2955,15,1,Royal Challengers Bangalore,Gujarat Titans,20,5,Batsman_126,Batsman_98,Bowler_38,4,0,4,Batsman_126,stumped,Batsman_21,
2956,15,2,Gujarat Titans,Royal Challengers Bangalore,1,1,Batsman_78,Batsman_29,Bowler_85,6,0,6,,,,
2957,15,2,Gujarat Titans,Royal Challengers Bangalore,1,2,Batsman_64,Batsman_39,Bowler_16,0,0,0,Batsman_64,caught,Batsman_22,
2958,15,2,Gujarat Titans,Royal Challengers Bangalore,1,3,Batsman_56,Batsman_85,Bowler_7,1,0,1,,,,
2959,15,2,Gujarat Titans,Royal Challengers Bangalore,1,4,Batsman_18,Batsman_105,Bowler_71,0,0,0,,,,
2960,15,2,Gujarat Titans,Royal Challengers Bangalore,1,5,Batsman_128,Batsman_80,Bowler_10,0,0,0,,,,
2961,15,2,Gujarat Titans,Royal Challengers Bangalore,1,6,Batsman_17,Batsman_120,Bowler_75,1,0,1,,,,
2962,15,2,Gujarat Titans,Royal Challengers Bangalore,2,1,Batsman_92,Batsman_110,Bowler_50,2,0,2,,,,
2963,15,2,Gujarat Titans,Royal Challengers Bangalore,2,2,Batsman_15,Batsman_8,Bowler_48,0,0,0,,,,
2964,15,2,Gujarat Titans,Royal Challengers Bangalore,2,3,Batsman_116,Batsman_90,Bowler_85,4,0,4,,,,
2965,15,2,Gujarat Titans,Royal Challengers Bangalore,2,4,Batsman_38,Batsman_48,Bowler_58,2,0,2,,,,
2966,15,2,Gujarat Titans,Royal Challengers Bangalore,2,5,Batsman_93,Batsman_104,Bowler_47,0,0,0,Batsman_93,bowled,,
2967,15,2,Gujarat Titans,Royal Challengers Bangalore,2,6,Batsman_22,Batsman_76,Bowler_84,6,0,6,,,,
2968,15,2,Gujarat Titans,Royal Challengers Bangalore,3,1,Batsman_97,Batsman_131,Bowler_83,6,0,6,,,,
2969,15,2,Gujarat Titans,Royal Challengers Bangalore,4,1,Batsman_114,Batsman_27,Bowler_1,0,0,0,,,,
